계약년월,번호,계약일,시군구일련번호,번지,지목,용도지역,도로조건,계약면적,거래금액,지분구분,해제사유발생일,거래구분,거래유형,시군구명,법정동코드
201611,56126,19,3927,2**,임야,보전녹지지역,-,1038.0000,18000.0000,,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56127,19,3927,2**,임야,보전녹지지역,-,188.0000,2000.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56128,21,3927,산4*,임야,보전녹지지역,-,102.0000,5890.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56129,23,3927,산4*,임야,보전녹지지역,-,99.0000,5800.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56130,24,3927,2**,임야,보전녹지지역,-,814.0000,11000.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56131,24,3927,2**,임야,보전녹지지역,-,147.0000,2000.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56132,30,3927,산1*,임야,보전녹지지역,-,1653.0000,25000.0000,,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56133,30,3927,2**,임야,보전녹지지역,-,128.0000,3200.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201611,56134,30,3927,2**,임야,보전녹지지역,-,708.0000,17800.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201701,42920,24,3927,산4*,임야,보전녹지지역,8m미만,3418.0000,8272.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56636,13,2087,5*,임야,자연녹지지역,8m미만,661.0000,5000.0000,,-,-,,경기도 성남시분당구 이매동,4113510600
201702,56650,01,2089,3**,임야,보전녹지지역,-,331.0000,1890.0000,지분,-,-,,경기도 성남시분당구 금곡동,4113511100
201702,56651,02,2089,3**,임야,보전녹지지역,-,364.0000,2079.0000,지분,-,-,,경기도 성남시분당구 금곡동,4113511100
201702,56652,10,2089,3**,임야,보전녹지지역,-,165.0000,945.0000,지분,-,-,,경기도 성남시분당구 금곡동,4113511100
201702,56653,13,2089,3**,임야,보전녹지지역,-,495.0000,2835.0000,지분,-,-,,경기도 성남시분당구 금곡동,4113511100
201702,56655,03,3927,산4*,임야,보전녹지지역,-,41.0000,2815.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56656,03,3927,산1*,임야,보전녹지지역,-,165.0000,4123.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56657,07,3927,산1*,임야,보전녹지지역,-,132.0000,3400.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56658,12,3927,산4*,임야,보전녹지지역,8m미만,198.0000,5586.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56659,19,3927,산4*,임야,보전녹지지역,8m미만,198.0000,5700.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56660,21,3927,산2*,임야,보전녹지지역,-,513.0000,7650.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56661,23,3927,산4*,임야,보전녹지지역,-,33.0000,2250.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201702,56662,23,3927,산4*,임야,보전녹지지역,-,66.0000,4500.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201701,45104,25,3927,2**,임야,보전녹지지역,-,33.0000,600.0000,지분,-,-,,경기도 성남시분당구 동원동,4113511300
201701,30605,17,2089,3**,임야,보전녹지지역,-,1173.0000,1999.0000,지분,-,-,,경기도 성남시분당구 금곡동,4113511100
201703,68019,22,2087,7*,대,자연녹지지역,8m미만,407.0000,125500.0000,,-,-,,경기도 성남시분당구 이매동,4113510600
201702,56717,24,3577,4**,임야,보전녹지지역,-,66.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56718,24,3577,산6*,임야,보전녹지지역,-,827.0000,40000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,27130,15,3577,산*,대,보전녹지지역,8m미만,26.0000,1009.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56719,24,3577,4**,임야,보전녹지지역,-,57.0000,3060.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56720,24,3577,4**,임야,보전녹지지역,-,10.0000,540.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56721,24,3577,4**,임야,보전녹지지역,-,17.0000,900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56722,25,3577,산*,임야,보전녹지지역,8m미만,165.0000,6305.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56723,27,3577,산2*,임야,보전녹지지역,-,891.0000,53460.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56724,28,3577,산*,임야,보전녹지지역,8m미만,231.0000,8827.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56725,28,3577,4**,임야,보전녹지지역,-,63.0000,3420.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201702,56726,15,15777,7*,전,보전녹지지역,-,195.0000,12966.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201702,56727,15,15777,7*,답,보전녹지지역,8m미만,298.0000,19814.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201702,56728,18,15777,7*,대,보전녹지지역,8m미만,538.0000,51900.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201702,56729,24,15777,1**,답,개발제한구역,8m미만,724.0000,21900.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201701,27782,16,3577,산6*,임야,보전녹지지역,-,96.0000,4640.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,12905,07,3577,4**,임야,보전녹지지역,-,66.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,12906,07,3577,4**,임야,보전녹지지역,-,99.0000,5400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,12907,07,3577,4**,임야,보전녹지지역,-,50.0000,2700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,45106,25,3577,산6*,임야,보전녹지지역,-,17.0000,750.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,30603,17,3577,산*,임야,보전녹지지역,-,17.0000,965.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201701,30604,17,3577,산*,임야,보전녹지지역,-,33.0000,1930.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68061,03,3577,산*,임야,보전녹지지역,8m미만,66.0000,2522.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68062,06,3577,산6*,임야,보전녹지지역,-,33.0000,1600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68063,06,3577,4**,임야,보전녹지지역,-,66.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68064,08,3577,4**,임야,보전녹지지역,-,66.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68065,08,3577,4**,임야,보전녹지지역,-,17.0000,900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68066,08,3577,4**,임야,보전녹지지역,-,33.0000,1800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68067,08,3577,산3*,임야,보전녹지지역,-,33.0000,1700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68068,09,3577,산*,임야,보전녹지지역,8m미만,165.0000,6305.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68069,10,3577,4**,임야,보전녹지지역,-,66.0000,3600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68070,10,3577,4**,임야,보전녹지지역,-,50.0000,2700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68071,10,3577,4**,임야,보전녹지지역,-,33.0000,1800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68072,13,3577,4**,임야,보전녹지지역,-,33.0000,1800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68073,13,3577,산3*,임야,보전녹지지역,-,33.0000,1700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68074,14,3577,산*,임야,보전녹지지역,8m미만,56.0000,1870.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68075,14,3577,산*,임야,보전녹지지역,8m미만,46.0000,2100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68076,14,3577,산3*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68077,15,3577,4**,임야,보전녹지지역,-,40.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68078,15,3577,4**,임야,보전녹지지역,-,37.0000,1980.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68079,15,3577,4**,임야,보전녹지지역,-,42.0000,2340.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68080,16,3577,4**,임야,보전녹지지역,-,33.0000,1800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68081,16,3577,산6*,임야,보전녹지지역,-,16.0000,800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68082,16,3577,4**,임야,보전녹지지역,-,115.0000,5600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68083,17,3577,5**,전,자연녹지지역,8m미만,8.0000,845.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68084,17,3577,5**,전,자연녹지지역,8m미만,11.0000,1160.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68085,17,3577,4**,임야,보전녹지지역,-,17.0000,900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68086,17,3577,산5*,임야,보전녹지지역,8m미만,20.0000,900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68087,17,3577,산6*,임야,보전녹지지역,-,17.0000,800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68088,17,3577,산*,임야,보전녹지지역,8m미만,66.0000,2145.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68089,17,3577,산2*,임야,보전녹지지역,-,231.0000,15400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68090,20,3577,산2*,임야,보전녹지지역,-,7.0000,440.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68091,21,3577,산6*,임야,보전녹지지역,-,18.0000,800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68092,21,3577,산6*,임야,보전녹지지역,-,33.0000,1600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68093,21,3577,4**,임야,보전녹지지역,-,98.0000,5328.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68094,21,3577,4**,임야,보전녹지지역,-,165.0000,9000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68095,21,3577,4**,임야,보전녹지지역,-,50.0000,2700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68096,21,3577,4**,임야,보전녹지지역,-,33.0000,1800.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68097,21,3577,산2*,임야,보전녹지지역,-,40.0000,2640.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68098,21,3577,산2*,임야,보전녹지지역,-,23.0000,1540.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68099,22,3577,산6*,임야,보전녹지지역,-,17.0000,675.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68100,22,3577,산6*,임야,보전녹지지역,-,17.0000,700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68101,23,3577,산5*,임야,보전녹지지역,8m미만,40.0000,2160.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68102,24,3577,4**,임야,보전녹지지역,-,104.0000,5670.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68103,24,3577,산3*,임야,보전녹지지역,-,33.0000,1700.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68104,24,3577,산*,임야,보전녹지지역,8m미만,33.0000,1274.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68105,27,3577,산5*,임야,보전녹지지역,8m미만,66.0000,500.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68106,27,3577,산5*,임야,보전녹지지역,8m미만,118.0000,1080.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68107,27,3577,산*,임야,보전녹지지역,8m미만,331.0000,13000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68108,27,3577,산2*,임야,보전녹지지역,-,50.0000,3300.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68109,27,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68110,27,3577,산*,대,보전녹지지역,-,1.0000,2.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68111,27,3577,산5*,대,보전녹지지역,8m미만,7.0000,38.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68112,27,3577,산6*,대,보전녹지지역,-,1.0000,12.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68113,27,3577,산3*,대,보전녹지지역,-,67.0000,600.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68114,27,3577,산2*,대,보전녹지지역,-,2.0000,24.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68115,27,3577,산*,대,보전녹지지역,-,2.0000,3.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68116,28,3577,산5*,임야,보전녹지지역,8m미만,6.0000,18.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68117,28,3577,4**,임야,보전녹지지역,-,3.0000,180.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68118,28,3577,산2*,임야,보전녹지지역,-,140.0000,9240.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68119,29,3577,산3*,임야,보전녹지지역,-,99.0000,6900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68120,29,3577,산2*,임야,보전녹지지역,-,53.0000,3168.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68121,29,3577,산2*,임야,보전녹지지역,-,76.0000,5060.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68122,30,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68123,31,3577,산2*,임야,보전녹지지역,-,13.0000,880.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68124,31,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201703,68125,06,15777,7*,임야,보전녹지지역,-,314.0000,9000.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201703,68126,20,15777,9*,전,보전녹지지역,8m미만,397.0000,15000.0000,,-,-,,경기도 성남시분당구 석운동,4113511700
201703,68127,29,15777,5*,임야,보전녹지지역,-,86.0000,2347.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201703,68128,29,15777,5*,임야,보전녹지지역,-,158.0000,4242.0000,지분,-,-,,경기도 성남시분당구 석운동,4113511700
201704,59565,03,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59566,04,3577,산2*,임야,보전녹지지역,-,43.0000,2860.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59567,04,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59568,05,3577,산2*,임야,보전녹지지역,-,43.0000,2574.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59569,05,3577,산2*,임야,보전녹지지역,-,23.0000,1386.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59570,05,3577,산2*,임야,보전녹지지역,-,33.0000,1980.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59571,05,3577,산*,임야,보전녹지지역,-,17.0000,840.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59572,05,3577,산2*,임야,보전녹지지역,-,40.0000,2376.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59573,05,3577,산*,임야,보전녹지지역,8m미만,182.0000,6936.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59574,06,3577,5**,전,보전녹지지역,8m미만,210.0000,14600.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59575,06,3577,5**,전,보전녹지지역,8m미만,1706.0000,135400.0000,,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59576,06,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59577,07,3577,산3*,임야,보전녹지지역,-,132.0000,9200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59578,07,3577,산3*,임야,보전녹지지역,-,363.0000,23500.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59579,07,3577,산*,임야,보전녹지지역,-,331.0000,8500.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59580,07,3577,산*,임야,보전녹지지역,8m미만,33.0000,1300.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59581,10,3577,산3*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59582,10,3577,산5*,임야,보전녹지지역,8m미만,17.0000,900.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59583,10,3577,산5*,임야,보전녹지지역,8m미만,63.0000,3420.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59584,10,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59585,10,3577,산2*,임야,보전녹지지역,-,10.0000,660.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59586,11,3577,산2*,임야,보전녹지지역,-,20.0000,1320.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59587,11,3577,산2*,임야,보전녹지지역,-,66.0000,4400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59588,11,3577,산2*,임야,보전녹지지역,-,10.0000,660.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59589,11,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59590,11,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59591,12,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59592,12,3577,산2*,임야,보전녹지지역,-,20.0000,1320.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59593,12,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59594,13,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59595,14,3577,산2*,임야,보전녹지지역,-,20.0000,1320.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59596,14,3577,산2*,임야,보전녹지지역,-,24.0000,1540.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59597,14,3577,산2*,임야,보전녹지지역,-,40.0000,2640.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59598,14,3577,산2*,임야,보전녹지지역,-,50.0000,3300.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59599,14,3577,산2*,임야,보전녹지지역,-,60.0000,3960.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59600,14,3577,산2*,임야,보전녹지지역,-,10.0000,660.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59601,14,3577,산2*,임야,보전녹지지역,-,66.0000,4400.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59602,14,3577,산2*,임야,보전녹지지역,-,13.0000,880.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59603,14,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59604,14,3577,산2*,임야,보전녹지지역,-,7.0000,440.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59605,14,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59606,17,3577,산2*,임야,보전녹지지역,-,33.0000,2200.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59607,17,3577,산2*,임야,보전녹지지역,-,20.0000,1320.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59608,20,3577,산3*,임야,보전녹지지역,-,17.0000,1150.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59609,20,3577,산*,임야,보전녹지지역,-,23.0000,1323.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59610,20,3577,산2*,임야,보전녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59611,20,3577,산1*,임야,보전녹지지역,-,469.0000,7153.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59612,20,3577,산1*,임야,보전녹지지역,-,723.0000,11035.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59613,21,3577,산6*,임야,보전녹지지역,-,67.0000,500.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59614,21,3577,산2*,임야,보전녹지지역,-,7.0000,440.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59615,23,3577,산*,임야,보전녹지지역,8m미만,331.0000,13000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201704,59616,24,3577,산2*,임야,보전녹지지역,-,165.0000,11000.0000,지분,-,-,,경기도 성남시분당구 대장동,4113511600
201610,55129,11,3675,3**,대,자연녹지지역,-,17.0000,1100.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58613,07,3675,1**,답,보전녹지지역,8m미만,1098.0000,168000.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58614,08,3675,산*,임야,보전녹지지역,-,169.0000,6142.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58615,08,3675,산*,임야,보전녹지지역,-,6.0000,218.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58616,08,3675,산*,임야,보전녹지지역,-,30.0000,1091.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58617,08,3675,산*,임야,보전녹지지역,-,3.0000,109.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58618,08,3675,산*,임야,보전녹지지역,-,30.0000,1273.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58619,08,3675,산*,임야,보전녹지지역,-,3.0000,127.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58620,08,3675,산*,임야,보전녹지지역,-,13.0000,552.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58621,08,3675,산*,임야,보전녹지지역,-,317.0000,13448.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58622,08,3675,산*,임야,보전녹지지역,-,225.0000,8147.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201612,58623,08,3675,산*,임야,보전녹지지역,-,7.0000,253.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56059,10,2086,1**,대,자연녹지지역,-,58.0000,14210.0000,,-,-,,경기도 성남시분당구 서현동,4113510500
201611,56088,17,2088,산1**,임야,보전녹지지역,-,529.0000,1350.0000,지분,-,-,,경기도 성남시분당구 야탑동,4113510700
201611,56113,09,3675,2**,대,보전녹지지역,25m이상,86.0000,27090.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56114,24,3675,산*,임야,보전녹지지역,-,3.0000,119.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56115,24,3675,산*,임야,보전녹지지역,-,112.0000,4431.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56116,24,3675,산*,임야,보전녹지지역,-,10.0000,424.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56117,24,3675,산*,임야,보전녹지지역,-,122.0000,5176.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201611,56118,28,3675,1**,답,보전녹지지역,8m미만,2000.0000,300000.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201701,16895,10,3675,산1*,답,보전녹지지역,-,17.0000,2000.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201701,7962,05,3675,1**,답,보전녹지지역,8m미만,1357.0000,181000.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201701,40480,23,2086,1**,답,보전녹지지역,8m미만,619.0000,62500.0000,지분,-,-,,경기도 성남시분당구 서현동,4113510500
201702,56632,14,15241,산6*,임야,보전녹지지역,-,661.0000,5200.0000,,-,-,,경기도 성남시분당구 율동,4113510400
201702,56633,20,15241,2**,대,자연녹지지역,8m미만,253.0000,60600.0000,,-,-,,경기도 성남시분당구 율동,4113510400
201702,56634,20,15241,2**,대,자연녹지지역,8m미만,8.0000,2400.0000,,-,-,,경기도 성남시분당구 율동,4113510400
201702,56635,03,2086,1**,임야,자연녹지지역,-,395.0000,70000.0000,,-,-,,경기도 성남시분당구 서현동,4113510500
201702,56637,01,2088,5*,답,보전녹지지역,8m미만,73.0000,2000.0000,,-,-,,경기도 성남시분당구 야탑동,4113510700
201702,56654,21,3675,산*,임야,보전녹지지역,-,50.0000,1350.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201701,45102,25,3675,산*,임야,보전녹지지역,-,30.0000,1272.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201701,45103,25,3675,산*,임야,보전녹지지역,-,3.0000,128.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68021,03,2088,3**,대,일반상업지역,25m미만,1.0000,1250.0000,지분,-,-,,경기도 성남시분당구 야탑동,4113510700
201703,68036,09,3675,2**,전,보전녹지지역,-,119.0000,26299.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68037,09,3675,2**,전,보전녹지지역,-,362.0000,80002.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68038,09,3675,2**,대,보전녹지지역,-,235.0000,74025.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68039,17,3675,3**,전,보전녹지지역,8m미만,81.0000,19560.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68040,17,3675,3**,전,보전녹지지역,8m미만,560.0000,135270.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68041,17,3675,3**,전,보전녹지지역,8m미만,22.0000,5310.0000,지분,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68042,17,3675,3**,전,보전녹지지역,-,22.0000,5310.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68043,17,3675,3**,전,보전녹지지역,-,81.0000,19560.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
201703,68044,17,3675,3**,전,보전녹지지역,-,560.0000,135270.0000,,-,-,,경기도 성남시분당구 궁내동,4113511200
